date,sku,product,category,channel,region,unit_price,unit_cost,promotion,discount_pct,marketing_spend_idr,units_sold,net_revenue_idr,gross_profit_idr
2024-04-15,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2827305.7099403534,66,8514000,6204000
2024-04-22,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2373283.189155314,68,8772000,6392000
2024-04-29,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1395752.6802947673,70,9030000,6580000
2024-05-06,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2438511.650338736,42,5418000,3948000
2024-05-13,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1977768.8771562157,47,6063000,4418000
2024-05-20,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2035952.3679381951,76,9804000,7144000
2024-05-27,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1193181.0519159297,52,6708000,4888000
2024-06-03,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2206642.687619514,56,7224000,5264000
2024-06-10,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2386764.53901082,53,6837000,4982000
2024-06-17,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,867464.462783234,50,6450000,4700000
2024-06-24,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2315037.2500009187,45,5805000,4230000
2024-07-01,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,944982.7483032931,41,5289000,3854000
2024-07-08,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1032819.9083063252,59,7611000,5546000
2024-07-15,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1557284.3385931056,35,4515000,3290000
2024-07-22,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1755313.082178936,52,6708000,4888000
2024-07-29,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2178575.0426491513,34,4386000,3196000
2024-08-05,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2029733.8583140627,43,5547000,4042000
2024-08-12,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1576968.2653707343,30,3870000,2820000
2024-08-19,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2112977.1495405766,38,4902000,3572000
2024-08-26,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2515328.885213295,42,5418000,3948000
2024-09-02,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2312089.3876700453,38,4902000,3572000
2024-09-09,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2712732.3777636387,50,6450000,4700000
2024-09-16,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2567451.990340581,50,6450000,4700000
2024-09-23,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,973130.9729076319,45,5805000,4230000
2024-09-30,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1981201.0188543391,35,4515000,3290000
2024-10-07,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2164439.9384842054,36,4644000,3384000
2024-10-14,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2800104.566275202,51,6579000,4794000
2024-10-21,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2940843.531763942,49,6321000,4606000
2024-10-28,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,1,0.1,2664085.771084286,38,4411800,3081800
2024-11-04,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1806963.6284933942,68,8772000,6392000
2024-11-11,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,3690366.978852021,51,6579000,4794000
2024-11-18,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2412713.018465736,59,7611000,5546000
2024-11-25,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1884451.0684791987,73,9417000,6862000
2024-12-02,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,1,0.15,1554521.5569673113,118,12938700,8808700
2024-12-09,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,3163010.783686959,72,9288000,6768000
2024-12-16,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1867559.352933165,72,9288000,6768000
2024-12-23,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2353253.431243819,55,7095000,5170000
2024-12-30,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2067209.9799206194,72,9288000,6768000
2025-01-06,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1468593.44523866,65,8385000,6110000
2025-01-13,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2194968.9780215817,55,7095000,5170000
2025-01-20,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1882006.7395252332,56,7224000,5264000
2025-01-27,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2663051.796027319,72,9288000,6768000
2025-02-03,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2007728.5815317524,65,8385000,6110000
2025-02-10,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2182379.1306239455,71,9159000,6674000
2025-02-17,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1004120.772637781,46,5934000,4324000
2025-02-24,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1134483.8268289168,48,6192000,4512000
2025-03-03,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1631774.7243228974,87,11223000,8178000
2025-03-10,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,1,0.15,3107631.362066499,94,10307100,7017100
2025-03-17,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,1,0.1,2171680.161062997,87,10100700,7055700
2025-03-24,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,1,0.1,1417071.3313452636,105,12190500,8515500
2025-03-31,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,1,0.1,263536.9261847649,75,8707500,6082500
2025-04-07,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,1,0.15,1385988.4613097399,84,9210600,6270600
2025-04-14,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1188314.4343574226,79,10191000,7426000
2025-04-21,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1350377.1279421698,86,11094000,8084000
2025-04-28,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1352311.234754826,84,10836000,7896000
2025-05-05,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,1,0.15,2908942.5720570404,76,8333400,5673400
2025-05-12,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,784551.9037045052,74,9546000,6956000
2025-05-19,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1063841.7477982906,37,4773000,3478000
2025-05-26,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2639459.0997367683,53,6837000,4982000
2025-06-02,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1523967.279851844,52,6708000,4888000
2025-06-09,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1156332.7564110279,41,5289000,3854000
2025-06-16,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1490196.3414216733,53,6837000,4982000
2025-06-23,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1748745.501906741,46,5934000,4324000
2025-06-30,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2567960.4744958677,72,9288000,6768000
2025-07-07,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1733414.152283615,60,7740000,5640000
2025-07-14,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,1,0.2,2360028.0041273367,70,7224000,4774000
2025-07-21,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,1,0.15,1375570.7307526022,67,7346550,5001550
2025-07-28,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1937881.814688847,59,7611000,5546000
2025-08-04,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,1,0.2,2129064.7843500446,72,7430400,4910400
2025-08-11,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,1,0.1,1512182.722245287,68,7894800,5514800
2025-08-18,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1112404.1137016122,49,6321000,4606000
2025-08-25,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1899952.2112497154,58,7482000,5452000
2025-09-01,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2341040.8598227296,58,7482000,5452000
2025-09-08,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1147946.0496426856,63,8127000,5922000
2025-09-15,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,1,0.15,1699428.7642774016,63,6907950,4702950
2025-09-22,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2285214.4293466373,51,6579000,4794000
2025-09-29,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1594930.8212559333,40,5160000,3760000
2025-10-06,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,1,0.2,2040573.4431704069,81,8359200,5524200
2025-10-13,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,1817373.2615709177,52,6708000,4888000
2025-10-20,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2352893.8009557743,59,7611000,5546000
2025-10-27,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2727546.570185543,60,7740000,5640000
2025-11-03,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,1,0.15,1877460.881846547,83,9100950,6195950
2025-11-10,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2265636.5017268667,72,9288000,6768000
2025-11-17,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2353515.4558181874,70,9030000,6580000
2025-11-24,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,1,0.15,1246511.7982600918,90,9868500,6718500
2025-12-01,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,1,0.1,2131554.6068241666,108,12538800,8758800
2025-12-08,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2567684.722846508,90,11610000,8460000
2025-12-15,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,679520.7251367456,72,9288000,6768000
2025-12-22,SKN-01,Brightening Serum,Skincare,Modern Trade,Bali-Nusra,129000,35000,0,0.0,2938447.4955226216,80,10320000,7520000
2024-01-01,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1357529.1599014765,79,10191000,7426000
2024-01-08,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2238160.269487516,71,9159000,6674000
2024-01-15,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2555774.6622311072,85,10965000,7990000
2024-01-22,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2310606.335645364,89,11481000,8366000
2024-01-29,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1653022.1755036192,62,7998000,5828000
2024-02-05,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,1,0.1,1174533.9623993647,91,10565100,7380100
2024-02-12,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2986455.5229296368,92,11868000,8648000
2024-02-19,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1226243.8455193075,87,11223000,8178000
2024-02-26,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,1,0.1,2601165.78767133,109,12654900,8839900
2024-03-04,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2200040.2211183133,112,14448000,10528000
2024-03-11,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2054464.7815170388,135,17415000,12690000
2024-03-18,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,3164137.229259789,92,11868000,8648000
2024-03-25,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,1,0.15,1401906.9515578705,134,14693100,10003100
2024-04-01,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1632337.8701678738,81,10449000,7614000
2024-04-08,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,3091205.942621414,107,13803000,10058000
2024-04-15,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2752484.1561823855,107,13803000,10058000
2024-04-22,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,298515.7115902386,106,13674000,9964000
2024-04-29,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2281092.6200100775,89,11481000,8366000
2024-05-06,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,1,0.1,391598.44295828685,72,8359200,5839200
2024-05-13,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1642247.0111477675,94,12126000,8836000
2024-05-20,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2465109.0391969574,66,8514000,6204000
2024-05-27,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1736233.6773014057,82,10578000,7708000
2024-06-03,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2172428.3084155107,76,9804000,7144000
2024-06-10,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1738762.838403334,102,13158000,9588000
2024-06-17,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1303697.0585362017,84,10836000,7896000
2024-06-24,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1208372.2939593145,60,7740000,5640000
2024-07-01,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,860773.9581161109,75,9675000,7050000
2024-07-08,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,1,0.2,1382252.82959788,112,11558400,7638400
2024-07-15,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1305030.8896336996,70,9030000,6580000
2024-07-22,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,1,0.2,2856827.071259201,91,9391200,6206200
2024-07-29,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2632730.5442293696,64,8256000,6016000
2024-08-05,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2195290.5997682954,81,10449000,7614000
2024-08-12,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1903626.3037824961,72,9288000,6768000
2024-08-19,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2503226.545003255,68,8772000,6392000
2024-08-26,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2102836.0688737747,75,9675000,7050000
2024-09-02,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2115802.4823090285,58,7482000,5452000
2024-09-09,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1649371.2464064553,72,9288000,6768000
2024-09-16,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2740273.249991307,79,10191000,7426000
2024-09-23,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1981413.3078215988,57,7353000,5358000
2024-09-30,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2178275.659834834,74,9546000,6956000
2024-10-07,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2050239.2473995448,67,8643000,6298000
2024-10-14,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2871451.2573053986,84,10836000,7896000
2024-10-21,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1243158.370385048,51,6579000,4794000
2024-10-28,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1024954.5151668511,77,9933000,7238000
2024-11-04,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1595807.8492428516,85,10965000,7990000
2024-11-11,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,404614.41060741077,106,13674000,9964000
2024-11-18,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,1,0.1,2297521.0658797785,93,10797300,7542300
2024-11-25,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,1,0.1,2888998.821365166,121,14048100,9813100
2024-12-02,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,1,0.15,2269490.0747692278,123,13486950,9181950
2024-12-09,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,964893.4294058298,107,13803000,10058000
2024-12-16,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,1,0.15,2330855.4109413004,124,13596600,9256600
2024-12-23,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1239936.2555104464,90,11610000,8460000
2024-12-30,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2781996.9695650083,99,12771000,9306000
2025-01-06,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2982144.9920052025,97,12513000,9118000
2025-01-13,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2300659.0125122215,90,11610000,8460000
2025-01-20,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1793855.7790533612,76,9804000,7144000
2025-01-27,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1145124.8534994302,78,10062000,7332000
2025-02-03,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2265403.8929233453,117,15093000,10998000
2025-02-10,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2502029.7711255774,100,12900000,9400000
2025-02-17,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2503703.40450013,114,14706000,10716000
2025-02-24,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1208086.3120765658,98,12642000,9212000
2025-03-03,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1953814.4967910524,114,14706000,10716000
2025-03-10,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1631949.1934621665,136,17544000,12784000
2025-03-17,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1905847.8800537493,173,22317000,16262000
2025-03-24,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2201629.553746044,132,17028000,12408000
2025-03-31,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1402977.6569380895,136,17544000,12784000
2025-04-07,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2291315.5100068194,99,12771000,9306000
2025-04-14,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1112922.1900032328,155,19995000,14570000
2025-04-21,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1657973.7150344152,129,16641000,12126000
2025-04-28,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2203190.5959454845,142,18318000,13348000
2025-05-05,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1236644.6792674933,93,11997000,8742000
2025-05-12,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2318843.116499701,107,13803000,10058000
2025-05-19,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2175229.903849845,94,12126000,8836000
2025-05-26,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1598289.4033401788,97,12513000,9118000
2025-06-02,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1643779.9379361903,84,10836000,7896000
2025-06-09,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1946662.710553657,65,8385000,6110000
2025-06-16,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1038549.3234278096,85,10965000,7990000
2025-06-23,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2036018.1305578982,104,13416000,9776000
2025-06-30,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1120858.281056042,100,12900000,9400000
2025-07-07,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1035622.1359861011,67,8643000,6298000
2025-07-14,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1522853.6577785201,57,7353000,5358000
2025-07-21,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,3013610.9947910993,96,12384000,9024000
2025-07-28,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1151555.9102833942,71,9159000,6674000
2025-08-04,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1642148.3031938483,77,9933000,7238000
2025-08-11,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,1,0.1,2633593.1398439356,93,10797300,7542300
2025-08-18,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,0.0,83,10707000,7802000
2025-08-25,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1866403.9596169868,80,10320000,7520000
2025-09-01,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1923647.620801669,74,9546000,6956000
2025-09-08,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1240550.2092061273,116,14964000,10904000
2025-09-15,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2167595.243464318,69,8901000,6486000
2025-09-22,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1715660.8292817865,77,9933000,7238000
2025-09-29,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2649289.0932024345,60,7740000,5640000
2025-10-06,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2794775.7158808485,98,12642000,9212000
2025-10-13,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,1,0.15,1213176.1760191931,116,12719400,8659400
2025-10-20,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2236566.8637477932,46,5934000,4324000
2025-10-27,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2951425.1216941904,71,9159000,6674000
2025-11-03,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2552931.3601658745,105,13545000,9870000
2025-11-10,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2014100.648905818,114,14706000,10716000
2025-11-17,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1967563.7440904307,147,18963000,13818000
2025-11-24,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1917389.276198592,98,12642000,9212000
2025-12-01,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1877669.9660648722,122,15738000,11468000
2025-12-08,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,2701001.1263228,135,17415000,12690000
2025-12-15,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,0,0.0,1558877.0063865453,118,15222000,11092000
2025-12-22,SKN-01,Brightening Serum,Skincare,Beauty Store,Java,129000,35000,1,0.2,1247824.8570999238,166,17131200,11321200
2024-01-01,SKN-01,Brightening Serum,Skincare,Beauty Store,Sumatra,129000,35000,0,0.0,2177318.542413315,63,8127000,5922000
2024-01-08,SKN-01,Brightening Serum,Skincare,Beauty Store,Sumatra,129000,35000,1,0.1,676922.1071320506,55,6385500,4460500
2024-01-15,SKN-01,Brightening Serum,Skincare,Beauty Store,Sumatra,129000,35000,0,0.0,2358277.9687512503,47,6063000,4418000
2024-01-22,SKN-01,Brightening Serum,Skincare,Beauty Store,Sumatra,129000,35000,0,0.0,1980374.902327571,46,5934000,4324000
2024-01-29,SKN-01,Brightening Serum,Skincare,Beauty Store,Sumatra,129000,35000,0,0.0,2723559.21745628,51,6579000,4794000
2024-02-05,SKN-01,Brightening Serum,Skincare,Beauty Store,Sumatra,129000,35000,0,0.0,1607249.113642014,41,5289000,3854000
2024-02-12,SKN-01,Brightening Serum,Skincare,Beauty Store,Sumatra,129000,35000,0,0.0,2388559.0497667375,74,9546000,6956000
